id_student,region,code_module,code_presentation,age_band,final_result,score,sum_click,module
162809,Yorkshire Region,FFF,2013J,0-35,Pass,80.75,2460,FFF-2013J
162984,London Region,DDD,2013B,35-55,Withdrawn,0.8,93,DDD-2013B
163067,South East Region,DDD,2013B,0-35,Pass,118.93,998,DDD-2013B
163120,Scotland,FFF,2013J,35-55,Pass,78.25,3716,FFF-2013J
163332,London Region,FFF,2014B,35-55,Fail,41.0,655,FFF-2014B
163962,Yorkshire Region,FFF,2014B,0-35,Withdrawn,0.0,19,FFF-2014B
163996,South East Region,DDD,2014J,0-35,Fail,75.8,775,DDD-2014J
164148,North Region,FFF,2014J,0-35,Pass,84.0,4129,FFF-2014J
164211,East Anglian Region,GGG,2014B,35-55,Distinction,0.0,481,GGG-2014B
164259,Scotland,AAA,2013J,0-35,Pass,70.4,466,AAA-2013J
164922,East Anglian Region,GGG,2013J,0-35,Pass,0.0,507,GGG-2013J
164935,North Western Region,DDD,2013J,0-35,Pass,149.55,673,DDD-2013J
164944,East Anglian Region,AAA,2014J,0-35,Pass,62.7,1300,AAA-2014J
164968,Scotland,CCC,2014J,0-35,Fail,111.61,1307,CCC-2014J
164968,Scotland,EEE,2013J,0-35,Pass,91.4,1306,EEE-2013J
165099,East Midlands Region,BBB,2014J,0-35,Fail,56.2,429,BBB-2014J
165178,West Midlands Region,DDD,2013J,0-35,Withdrawn,5.9,395,DDD-2013J
165178,West Midlands Region,DDD,2014B,0-35,Fail,83.38,357,DDD-2014B
165226,Wales,AAA,2014J,0-35,Fail,7.7,1062,AAA-2014J
165243,Wales,BBB,2013B,35-55,Pass,55.78,1111,BBB-2013B
165376,London Region,EEE,2014B,0-35,Pass,45.52,911,EEE-2014B
165421,Ireland,DDD,2013B,35-55,Fail,97.25,1178,DDD-2013B
165509,Yorkshire Region,EEE,2013J,0-35,Pass,51.04,574,EEE-2013J
165617,London Region,FFF,2013B,0-35,Fail,30.75,4104,FFF-2013B
165647,Scotland,CCC,2014B,0-35,Withdrawn,25.81,440,CCC-2014B
165647,Scotland,CCC,2014J,0-35,Fail,39.01,270,CCC-2014J
165733,Scotland,CCC,2014B,0-35,Withdrawn,13.65,1011,CCC-2014B
165733,Scotland,CCC,2014J,0-35,Withdrawn,12.74,662,CCC-2014J
165733,Scotland,DDD,2013B,0-35,Fail,103.39,2275,DDD-2013B
165806,London Region,FFF,2013B,0-35,Fail,39.5,1495,FFF-2013B
165823,Yorkshire Region,BBB,2013J,35-55,Withdrawn,3.25,74,BBB-2013J
165904,South Region,BBB,2014B,0-35,Distinction,91.85,963,BBB-2014B
166123,East Anglian Region,FFF,2014J,0-35,Pass,71.25,2912,FFF-2014J
166160,South Region,CCC,2014B,0-35,Distinction,117.0,3160,CCC-2014B
166183,East Anglian Region,GGG,2013J,0-35,Fail,0.0,112,GGG-2013J
166327,East Midlands Region,FFF,2013B,0-35,Pass,77.5,3667,FFF-2013B
166342,North Region,DDD,2013B,0-35,Pass,163.0,810,DDD-2013B
166421,South Region,FFF,2013B,0-35,Pass,63.0,3328,FFF-2013B
166713,North Region,DDD,2013B,0-35,Pass,155.74,2223,DDD-2013B
166988,London Region,DDD,2013B,0-35,Pass,133.27,922,DDD-2013B
167106,East Anglian Region,FFF,2014B,35-55,Pass,53.5,2761,FFF-2014B
167557,East Anglian Region,FFF,2013B,0-35,Withdrawn,22.0,641,FFF-2013B
167717,London Region,DDD,2013B,0-35,Fail,18.05,286,DDD-2013B
167759,Yorkshire Region,FFF,2013B,35-55,Fail,37.0,2027,FFF-2013B
167791,North Western Region,CCC,2014B,35-55,Pass,99.37,1509,CCC-2014B
167791,North Western Region,EEE,2014B,35-55,Distinction,88.24,1225,EEE-2014B
167906,Yorkshire Region,AAA,2013J,35-55,Pass,70.9,1510,AAA-2013J
167945,Yorkshire Region,DDD,2014J,0-35,Withdrawn,12.05,479,DDD-2014J
167961,South West Region,AAA,2014J,55<=,Pass,76.3,2129,AAA-2014J
168178,London Region,CCC,2014B,35-55,Pass,96.09,1293,CCC-2014B
168229,North Western Region,FFF,2013J,35-55,Distinction,95.0,6765,FFF-2013J
168243,Wales,DDD,2013B,0-35,Withdrawn,0.6,161,DDD-2013B
168843,South Region,DDD,2014J,0-35,Withdrawn,23.5,465,DDD-2014J
168936,West Midlands Region,AAA,2013J,35-55,Pass,64.9,745,AAA-2013J
169008,Ireland,BBB,2014J,35-55,Pass,47.05,910,BBB-2014J
169079,West Midlands Region,DDD,2013J,0-35,Distinction,189.97,1832,DDD-2013J
169213,London Region,BBB,2013J,0-35,Pass,65.13,332,BBB-2013J
169297,Scotland,CCC,2014J,0-35,Withdrawn,35.65,400,CCC-2014J
169380,East Midlands Region,CCC,2014B,35-55,Pass,104.11,993,CCC-2014B
169400,Wales,BBB,2014J,0-35,Distinction,87.65,1208,BBB-2014J
169490,London Region,FFF,2013B,0-35,Fail,76.0,2747,FFF-2013B
169515,East Anglian Region,BBB,2013B,0-35,Withdrawn,12.14,212,BBB-2013B
169596,West Midlands Region,FFF,2014J,35-55,Fail,36.25,1242,FFF-2014J
169858,South East Region,FFF,2013B,0-35,Pass,73.25,1296,FFF-2013B
169894,South West Region,DDD,2013B,0-35,Withdrawn,19.07,469,DDD-2013B
169894,South West Region,DDD,2014J,0-35,Pass,145.8,576,DDD-2014J
169908,Yorkshire Region,FFF,2013J,0-35,Fail,18.25,643,FFF-2013J
170025,East Anglian Region,CCC,2014B,0-35,Withdrawn,2.4,74,CCC-2014B
170025,East Anglian Region,DDD,2013B,0-35,Pass,104.44,617,DDD-2013B
170030,Wales,CCC,2014J,0-35,Pass,168.7,810,CCC-2014J
170030,Wales,FFF,2013J,0-35,Distinction,87.25,1949,FFF-2013J
170165,East Anglian Region,FFF,2013B,0-35,Pass,74.5,3807,FFF-2013B
170356,East Anglian Region,BBB,2013B,35-55,Withdrawn,3.25,439,BBB-2013B
170864,Scotland,CCC,2014B,35-55,Distinction,124.52,4774,CCC-2014B
170874,North Region,FFF,2014J,0-35,Pass,52.75,2126,FFF-2014J
170936,North Western Region,EEE,2014B,35-55,Pass,45.2,339,EEE-2014B
170943,London Region,FFF,2013J,0-35,Pass,79.0,2774,FFF-2013J
171304,Wales,FFF,2013J,0-35,Fail,26.5,1359,FFF-2013J
171334,South West Region,EEE,2014B,35-55,Withdrawn,15.52,380,EEE-2014B
171549,East Anglian Region,FFF,2013J,0-35,Withdrawn,38.75,1053,FFF-2013J
171692,Wales,FFF,2013J,0-35,Fail,51.0,2210,FFF-2013J
171692,Wales,FFF,2014J,0-35,Withdrawn,17.25,116,FFF-2014J
171751,South West Region,BBB,2014B,35-55,Pass,70.58,320,BBB-2014B
171843,East Midlands Region,EEE,2014J,0-35,Pass,73.4,1260,EEE-2014J
171896,South East Region,CCC,2014B,0-35,Withdrawn,1.2,234,CCC-2014B
171896,South East Region,CCC,2014J,0-35,Withdrawn,6.06,934,CCC-2014J
171896,South East Region,DDD,2013B,0-35,Pass,144.67,2082,DDD-2013B
172112,Ireland,AAA,2013J,35-55,Pass,71.1,1939,AAA-2013J
172137,Wales,BBB,2014B,35-55,Pass,64.93,2095,BBB-2014B
172493,North Region,FFF,2014J,0-35,Pass,84.0,3671,FFF-2014J
172797,Ireland,AAA,2013J,35-55,Pass,61.4,1782,AAA-2013J
172965,Scotland,CCC,2014B,35-55,Distinction,189.94,1207,CCC-2014B
172965,Scotland,DDD,2014J,35-55,Pass,161.25,1003,DDD-2014J
173004,Ireland,DDD,2013B,0-35,Withdrawn,63.48,1427,DDD-2013B
173004,Ireland,DDD,2013J,0-35,Fail,106.83,156,DDD-2013J
173163,South West Region,BBB,2014J,35-55,Fail,38.65,900,BBB-2014J
173316,London Region,BBB,2013B,0-35,Fail,28.6,1704,BBB-2013B
173335,North Western Region,BBB,2013B,0-35,Fail,51.19,435,BBB-2013B
173341,Scotland,EEE,2014J,35-55,Fail,9.28,96,EEE-2014J
173370,South Region,DDD,2013J,0-35,Pass,126.9,1350,DDD-2013J
173412,North Region,FFF,2013J,0-35,Withdrawn,43.25,2013,FFF-2013J
173412,North Region,FFF,2014J,0-35,Withdrawn,65.0,875,FFF-2014J
173710,East Anglian Region,EEE,2013J,35-55,Distinction,89.68,3100,EEE-2013J
173834,West Midlands Region,EEE,2013J,35-55,Pass,91.44,2378,EEE-2013J
174010,East Midlands Region,EEE,2013J,0-35,Fail,59.76,1675,EEE-2013J
174024,North Region,AAA,2014J,35-55,Pass,61.3,812,AAA-2014J
174094,South East Region,AAA,2014J,35-55,Pass,76.0,4841,AAA-2014J
174222,South West Region,BBB,2013J,0-35,Pass,53.14,701,BBB-2013J
174436,Wales,FFF,2013B,35-55,Fail,0.0,101,FFF-2013B
174440,Wales,BBB,2013J,0-35,Fail,12.21,196,BBB-2013J
174487,South Region,BBB,2013J,0-35,Pass,60.58,434,BBB-2013J
174745,East Midlands Region,AAA,2014J,35-55,Pass,66.1,1610,AAA-2014J
174782,East Anglian Region,AAA,2013J,55<=,Pass,80.1,6318,AAA-2013J
174805,Scotland,FFF,2013B,35-55,Withdrawn,9.75,927,FFF-2013B
175392,North Region,AAA,2013J,35-55,Pass,81.7,4447,AAA-2013J
175447,London Region,AAA,2014J,35-55,Pass,70.0,3779,AAA-2014J
175453,Scotland,FFF,2013J,0-35,Pass,64.25,1319,FFF-2013J
175490,South Region,CCC,2014B,0-35,Distinction,190.42,2360,CCC-2014B
175638,North Western Region,CCC,2014J,0-35,Fail,36.96,267,CCC-2014J
175772,East Anglian Region,AAA,2014J,35-55,Withdrawn,8.5,3018,AAA-2014J
175804,West Midlands Region,DDD,2014J,0-35,Withdrawn,11.0,121,DDD-2014J
175932,North Western Region,AAA,2013J,35-55,Pass,78.8,2016,AAA-2013J
175940,London Region,EEE,2014J,0-35,Pass,56.36,900,EEE-2014J
175991,North Western Region,AAA,2013J,0-35,Fail,36.0,138,AAA-2013J
176086,Wales,EEE,2013J,0-35,Fail,10.88,443,EEE-2013J
176092,South West Region,DDD,2013B,35-55,Pass,98.19,1201,DDD-2013B
177333,Scotland,DDD,2013B,0-35,Pass,95.88,1049,DDD-2013B
177354,Wales,DDD,2013J,0-35,Pass,164.78,923,DDD-2013J
177472,East Anglian Region,EEE,2014J,0-35,Fail,15.52,549,EEE-2014J
177492,West Midlands Region,FFF,2014J,0-35,Distinction,89.25,4409,FFF-2014J
177554,South Region,BBB,2014J,0-35,Fail,21.8,326,BBB-2014J
177568,South Region,FFF,2013J,0-35,Pass,71.75,1020,FFF-2013J
177781,Scotland,DDD,2014J,35-55,Fail,21.0,343,DDD-2014J
177817,East Midlands Region,DDD,2013B,0-35,Withdrawn,43.78,388,DDD-2013B
177967,Scotland,CCC,2014B,0-35,Pass,98.16,765,CCC-2014B
177981,Scotland,DDD,2013B,0-35,Pass,143.6,1746,DDD-2013B
178020,London Region,DDD,2013J,0-35,Pass,108.28,1026,DDD-2013J
178072,South East Region,CCC,2014B,0-35,Withdrawn,10.78,221,CCC-2014B
178072,South East Region,CCC,2014J,0-35,Pass,111.96,295,CCC-2014J
178118,South Region,FFF,2013J,0-35,Fail,30.75,1120,FFF-2013J
178179,London Region,FFF,2014B,0-35,Pass,80.25,3689,FFF-2014B
178258,West Midlands Region,DDD,2014B,35-55,Withdrawn,64.67,1671,DDD-2014B
178496,North Region,CCC,2014B,0-35,Distinction,176.35,448,CCC-2014B
178738,East Anglian Region,BBB,2013J,0-35,Fail,16.97,161,BBB-2013J
178963,South West Region,BBB,2013J,0-35,Pass,64.35,118,BBB-2013J
179073,East Anglian Region,BBB,2014J,0-35,Withdrawn,19.2,156,BBB-2014J
179081,South Region,FFF,2014B,0-35,Fail,48.0,2587,FFF-2014B
179254,South East Region,BBB,2013J,0-35,Fail,15.55,45,BBB-2013J
179297,East Midlands Region,BBB,2014J,35-55,Fail,0.0,108,BBB-2014J
179605,South West Region,BBB,2013B,0-35,Withdrawn,15.88,167,BBB-2013B
179718,South East Region,DDD,2013J,35-55,Fail,28.92,1197,DDD-2013J
179892,London Region,DDD,2013B,0-35,Pass,140.68,2737,DDD-2013B
179904,North Western Region,DDD,2013J,0-35,Fail,25.3,620,DDD-2013J
180651,Yorkshire Region,DDD,2013J,0-35,Pass,162.88,890,DDD-2013J
180667,North Western Region,DDD,2013B,35-55,Pass,120.37,1766,DDD-2013B
180753,South West Region,AAA,2013J,0-35,Pass,51.7,2012,AAA-2013J
180958,Scotland,DDD,2013B,0-35,Pass,133.01,2785,DDD-2013B
180974,South West Region,FFF,2013B,35-55,Withdrawn,37.5,1257,FFF-2013B
180974,South West Region,FFF,2013J,35-55,Pass,73.5,4505,FFF-2013J
180976,North Region,CCC,2014B,35-55,Pass,130.76,4525,CCC-2014B
181251,South Region,GGG,2014J,55<=,Fail,0.0,19,GGG-2014J
181316,South West Region,AAA,2013J,35-55,Withdrawn,7.6,487,AAA-2013J
181508,Ireland,FFF,2013B,0-35,Pass,88.25,3565,FFF-2013B
181719,London Region,FFF,2014B,35-55,Withdrawn,9.5,700,FFF-2014B
181861,South East Region,CCC,2014J,35-55,Pass,74.24,1812,CCC-2014J
181992,North Western Region,FFF,2013B,0-35,Pass,51.25,1393,FFF-2013B
182400,North Region,EEE,2014B,35-55,Fail,40.36,1523,EEE-2014B
182468,West Midlands Region,FFF,2013B,0-35,Fail,65.0,2641,FFF-2013B
182661,South Region,BBB,2013J,35-55,Pass,0.8,26,BBB-2013J
182824,East Anglian Region,BBB,2013B,35-55,Pass,73.69,239,BBB-2013B
182854,West Midlands Region,CCC,2014J,0-35,Pass,92.62,1552,CCC-2014J
183057,Wales,AAA,2014J,0-35,Pass,66.4,833,AAA-2014J
183096,South West Region,AAA,2013J,0-35,Pass,54.0,1975,AAA-2013J
183287,Wales,BBB,2014B,0-35,Withdrawn,4.85,162,BBB-2014B
183331,Ireland,DDD,2014B,0-35,Fail,53.1,1207,DDD-2014B
183429,Yorkshire Region,FFF,2014B,0-35,Fail,60.5,1552,FFF-2014B
183714,South West Region,DDD,2013B,0-35,Pass,125.89,3289,DDD-2013B
183806,South West Region,BBB,2013B,35-55,Fail,6.25,149,BBB-2013B
183947,London Region,AAA,2013J,0-35,Pass,46.6,964,AAA-2013J
184137,South Region,GGG,2014B,0-35,Distinction,0.0,238,GGG-2014B
184271,South West Region,AAA,2013J,35-55,Pass,58.7,1312,AAA-2013J
184409,North Region,DDD,2014J,35-55,Distinction,182.55,2576,DDD-2014J
184473,Scotland,FFF,2013J,0-35,Pass,46.0,1465,FFF-2013J
184627,London Region,FFF,2014J,35-55,Withdrawn,4.0,433,FFF-2014J
184720,Wales,FFF,2013J,0-35,Withdrawn,5.75,441,FFF-2013J
184720,Wales,FFF,2014J,0-35,Fail,18.75,609,FFF-2014J
184968,South East Region,DDD,2013B,0-35,Withdrawn,16.13,443,DDD-2013B
184972,Scotland,BBB,2014J,0-35,Pass,71.7,1761,BBB-2014J
185021,East Anglian Region,BBB,2014B,0-35,Pass,67.47,101,BBB-2014B
185024,West Midlands Region,DDD,2014J,0-35,Withdrawn,14.0,576,DDD-2014J
185057,Ireland,CCC,2014J,35-55,Withdrawn,0.44,302,CCC-2014J
185057,Ireland,EEE,2014B,0-35,Pass,76.36,3542,EEE-2014B
185127,London Region,CCC,2014J,0-35,Pass,88.85,394,CCC-2014J
185127,London Region,DDD,2013J,0-35,Pass,141.6,462,DDD-2013J
185349,Scotland,BBB,2013B,35-55,Pass,78.03,4702,BBB-2013B
185350,Yorkshire Region,AAA,2014J,35-55,Fail,57.5,236,AAA-2014J
185439,London Region,AAA,2013J,0-35,Fail,7.4,427,AAA-2013J
185496,Wales,FFF,2013B,0-35,Fail,60.5,2631,FFF-2013B
185994,East Anglian Region,FFF,2014J,0-35,Pass,83.75,2766,FFF-2014J
186149,Scotland,AAA,2013J,35-55,Pass,75.6,2136,AAA-2013J
186380,East Anglian Region,FFF,2013B,0-35,Distinction,88.25,4468,FFF-2013B
186476,North Western Region,EEE,2014B,0-35,Pass,80.4,1009,EEE-2014B
186565,East Midlands Region,BBB,2014B,0-35,Fail,17.78,609,BBB-2014B
186670,Yorkshire Region,BBB,2013B,35-55,Fail,59.38,232,BBB-2013B
186780,North Western Region,BBB,2013B,35-55,Withdrawn,0.0,30,BBB-2013B
186988,Yorkshire Region,BBB,2013B,0-35,Fail,30.93,368,BBB-2013B
187100,South East Region,AAA,2013J,35-55,Distinction,89.4,8562,AAA-2013J
187199,North Region,FFF,2013J,0-35,Pass,78.5,1813,FFF-2013J
187257,South Region,BBB,2014B,35-55,Pass,65.12,315,BBB-2014B
187435,South Region,CCC,2014B,35-55,Distinction,193.84,1851,CCC-2014B
187601,South West Region,BBB,2014B,35-55,Pass,63.23,1964,BBB-2014B
187623,East Midlands Region,DDD,2013B,0-35,Fail,93.06,522,DDD-2013B
187663,North Region,DDD,2014B,0-35,Pass,111.25,724,DDD-2014B
187793,North Western Region,BBB,2013B,35-55,Fail,50.94,2817,BBB-2013B
188026,Wales,BBB,2013J,0-35,Fail,82.53,444,BBB-2013J
188152,South East Region,BBB,2013B,0-35,Distinction,90.63,1314,BBB-2013B
188251,North Region,CCC,2014J,0-35,Fail,47.23,603,CCC-2014J
188260,Wales,EEE,2014B,0-35,Pass,77.32,918,EEE-2014B
188273,East Anglian Region,CCC,2014J,0-35,Pass,114.58,662,CCC-2014J
188273,East Anglian Region,EEE,2013J,0-35,Pass,91.68,952,EEE-2013J
188278,Yorkshire Region,AAA,2013J,35-55,Withdrawn,7.6,1434,AAA-2013J
188278,Yorkshire Region,AAA,2014J,35-55,Pass,69.6,3063,AAA-2014J
188524,West Midlands Region,FFF,2013J,0-35,Withdrawn,17.0,203,FFF-2013J
188662,Scotland,CCC,2014J,0-35,Pass,157.08,944,CCC-2014J
188662,Scotland,EEE,2014B,0-35,Pass,85.88,1818,EEE-2014B
188766,Ireland,BBB,2014J,35-55,Pass,43.4,372,BBB-2014J
188875,Yorkshire Region,DDD,2013J,35-55,Fail,5.8,203,DDD-2013J
189035,East Midlands Region,BBB,2014B,0-35,Pass,64.07,934,BBB-2014B
189095,Scotland,BBB,2013J,0-35,Fail,15.59,904,BBB-2013J
189117,West Midlands Region,EEE,2014J,35-55,Distinction,85.8,1141,EEE-2014J
189143,South East Region,DDD,2014J,35-55,Distinction,174.5,834,DDD-2014J
189178,South East Region,DDD,2014B,0-35,Fail,115.33,3538,DDD-2014B
189428,South Region,CCC,2014B,0-35,Pass,114.63,715,CCC-2014B
189442,East Midlands Region,DDD,2014B,35-55,Withdrawn,39.65,1633,DDD-2014B
189624,West Midlands Region,CCC,2014B,0-35,Pass,102.18,2991,CCC-2014B
189624,West Midlands Region,DDD,2013J,0-35,Pass,137.5,1958,DDD-2013J
189629,West Midlands Region,EEE,2013J,0-35,Pass,49.88,1670,EEE-2013J
189664,West Midlands Region,GGG,2013J,35-55,Pass,0.0,447,GGG-2013J
189720,Ireland,FFF,2013B,0-35,Fail,34.75,438,FFF-2013B
189879,Scotland,AAA,2013J,0-35,Pass,78.8,1541,AAA-2013J
190279,Scotland,DDD,2014J,35-55,Pass,155.3,13721,DDD-2014J
190352,North Region,BBB,2014B,0-35,Fail,42.15,234,BBB-2014B
190418,East Anglian Region,FFF,2014B,0-35,Distinction,85.75,6673,FFF-2014B
190565,Wales,BBB,2014B,35-55,Pass,66.11,262,BBB-2014B
190653,East Anglian Region,FFF,2013B,0-35,Withdrawn,11.0,861,FFF-2013B
190780,Scotland,CCC,2014J,0-35,Withdrawn,1.12,218,CCC-2014J
190780,Scotland,EEE,2014J,0-35,Pass,91.48,1962,EEE-2014J
190910,North Western Region,FFF,2013J,0-35,Fail,18.25,305,FFF-2013J
190930,Ireland,FFF,2014B,0-35,Pass,52.75,1700,FFF-2014B
191000,Scotland,EEE,2013J,0-35,Withdrawn,60.8,1053,EEE-2013J
191195,Scotland,DDD,2013B,0-35,Fail,36.39,556,DDD-2013B
191269,East Anglian Region,BBB,2013J,35-55,Pass,62.44,886,BBB-2013J
191445,South Region,DDD,2013J,0-35,Fail,89.47,944,DDD-2013J
191459,Scotland,BBB,2014J,0-35,Fail,70.45,789,BBB-2014J
191504,Ireland,FFF,2014J,0-35,Withdrawn,9.5,354,FFF-2014J
191590,London Region,FFF,2014B,35-55,Pass,48.5,2501,FFF-2014B
191732,North Western Region,DDD,2014J,0-35,Fail,31.5,154,DDD-2014J
191746,Wales,BBB,2014J,0-35,Fail,61.1,313,BBB-2014J
191797,North Western Region,CCC,2014B,0-35,Pass,133.12,728,CCC-2014B
191896,London Region,DDD,2013B,35-55,Fail,84.64,1338,DDD-2013B
191972,Ireland,DDD,2013B,0-35,Pass,127.41,3941,DDD-2013B
191973,Wales,BBB,2014J,35-55,Pass,58.25,588,BBB-2014J
192183,South West Region,AAA,2013J,0-35,Pass,66.7,3219,AAA-2013J
192186,West Midlands Region,DDD,2014B,0-35,Pass,107.55,1250,DDD-2014B
192196,London Region,DDD,2013B,35-55,Pass,107.2,625,DDD-2013B
192375,South Region,DDD,2014J,0-35,Pass,114.75,1528,DDD-2014J
192424,Wales,BBB,2013B,35-55,Pass,75.06,852,BBB-2013B
192680,South West Region,FFF,2013J,0-35,Pass,85.5,4000,FFF-2013J
192944,East Midlands Region,BBB,2014J,35-55,Pass,75.75,1269,BBB-2014J
193163,Scotland,CCC,2014B,35-55,Fail,19.85,872,CCC-2014B
193163,Scotland,EEE,2014B,35-55,Fail,58.88,857,EEE-2014B
193193,West Midlands Region,FFF,2013B,0-35,Fail,41.5,1025,FFF-2013B
193215,South East Region,BBB,2013J,0-35,Fail,16.45,307,BBB-2013J
193310,South West Region,BBB,2014J,0-35,Pass,65.1,1236,BBB-2014J
193822,Wales,BBB,2013B,35-55,Pass,65.36,2124,BBB-2013B
193834,North Region,FFF,2013B,0-35,Pass,61.0,2645,FFF-2013B
194163,Yorkshire Region,FFF,2014J,0-35,Pass,86.0,4332,FFF-2014J
195096,Wales,BBB,2013J,0-35,Pass,63.8,411,BBB-2013J
195221,Wales,BBB,2014J,0-35,Fail,0.0,93,BBB-2014J
195234,Scotland,EEE,2013J,0-35,Fail,24.52,900,EEE-2013J
195246,West Midlands Region,FFF,2014J,0-35,Fail,39.5,2138,FFF-2014J
195252,East Anglian Region,EEE,2014J,0-35,Fail,33.08,437,EEE-2014J
195262,London Region,AAA,2013J,0-35,Withdrawn,10.0,1905,AAA-2013J
195345,East Anglian Region,BBB,2014J,0-35,Pass,58.95,1206,BBB-2014J
195515,London Region,FFF,2014B,0-35,Pass,77.25,1618,FFF-2014B
195552,Yorkshire Region,FFF,2014J,0-35,Pass,96.0,5103,FFF-2014J
195897,South East Region,EEE,2014J,0-35,Pass,78.12,1678,EEE-2014J
195938,West Midlands Region,BBB,2013J,0-35,Distinction,85.79,428,BBB-2013J
195940,Wales,BBB,2014J,0-35,Pass,44.35,381,BBB-2014J
196132,West Midlands Region,EEE,2014J,35-55,Pass,79.84,2433,EEE-2014J
196189,Scotland,CCC,2014J,0-35,Pass,145.46,1102,CCC-2014J
196266,Scotland,DDD,2013B,0-35,Fail,4.78,178,DDD-2013B
197240,Yorkshire Region,BBB,2013J,0-35,Pass,66.01,330,BBB-2013J
197412,North Western Region,BBB,2013J,0-35,Pass,59.58,716,BBB-2013J
197486,Wales,EEE,2013J,0-35,Pass,75.12,2334,EEE-2013J
197527,Wales,BBB,2014J,0-35,Fail,5.6,293,BBB-2014J
197536,Yorkshire Region,FFF,2014J,0-35,Pass,76.0,1756,FFF-2014J
197538,East Midlands Region,FFF,2014B,0-35,Withdrawn,40.75,380,FFF-2014B
197595,London Region,BBB,2013B,35-55,Pass,75.25,1111,BBB-2013B
197730,Scotland,EEE,2014B,35-55,Pass,59.8,1035,EEE-2014B
197759,South East Region,BBB,2013J,35-55,Pass,89.39,1361,BBB-2013J
198167,East Anglian Region,GGG,2014J,35-55,Pass,0.0,2029,GGG-2014J
198257,North Western Region,FFF,2013B,0-35,Withdrawn,11.5,266,FFF-2013B
198339,South Region,BBB,2013J,35-55,Withdrawn,4.0,142,BBB-2013J
198470,South West Region,DDD,2013B,0-35,Withdrawn,14.52,262,DDD-2013B
198691,West Midlands Region,FFF,2013J,0-35,Fail,1.75,277,FFF-2013J
198902,London Region,CCC,2014B,0-35,Fail,5.68,471,CCC-2014B
198902,London Region,EEE,2014B,0-35,Fail,18.48,386,EEE-2014B
198956,Yorkshire Region,BBB,2013B,35-55,Pass,70.81,3262,BBB-2013B
199009,Scotland,FFF,2014J,0-35,Pass,79.0,2521,FFF-2014J
199029,South Region,BBB,2013J,0-35,Distinction,92.76,505,BBB-2013J
199244,South Region,FFF,2013B,35-55,Pass,74.5,3448,FFF-2013B
199261,Wales,CCC,2014J,35-55,Withdrawn,12.97,402,CCC-2014J
199361,North Western Region,CCC,2014J,0-35,Fail,127.11,1580,CCC-2014J
199361,North Western Region,FFF,2013J,0-35,Distinction,87.25,4444,FFF-2013J
199446,East Anglian Region,FFF,2013B,0-35,Pass,90.5,2209,FFF-2013B
199520,Scotland,BBB,2013B,0-35,Pass,80.33,1360,BBB-2013B
199636,East Anglian Region,AAA,2014J,35-55,Pass,73.8,1836,AAA-2014J
199663,London Region,BBB,2013J,35-55,Pass,46.58,403,BBB-2013J
199760,Scotland,CCC,2014J,0-35,Fail,81.62,1256,CCC-2014J
199782,Wales,DDD,2013B,0-35,Fail,1.12,366,DDD-2013B
199897,East Midlands Region,AAA,2014J,35-55,Pass,69.6,2135,AAA-2014J
200095,East Anglian Region,EEE,2013J,35-55,Pass,88.04,6674,EEE-2013J
200278,East Anglian Region,FFF,2013J,0-35,Withdrawn,5.0,250,FFF-2013J
200372,Scotland,CCC,2014B,35-55,Withdrawn,14.68,354,CCC-2014B
200372,Scotland,CCC,2014J,35-55,Withdrawn,9.94,83,CCC-2014J
200588,London Region,DDD,2013B,0-35,Fail,4.11,348,DDD-2013B
200773,North Region,FFF,2013B,0-35,Fail,46.0,2058,FFF-2013B
200804,South Region,AAA,2014J,0-35,Pass,64.1,930,AAA-2014J
200860,London Region,AAA,2013J,35-55,Pass,50.8,534,AAA-2013J
200905,London Region,BBB,2013B,0-35,Fail,46.5,2514,BBB-2013B
200957,South West Region,DDD,2013B,0-35,Fail,0.74,26,DDD-2013B
201151,South West Region,DDD,2014B,0-35,Distinction,167.95,1023,DDD-2014B
201327,North Western Region,CCC,2014B,35-55,Fail,18.42,1137,CCC-2014B
201425,South East Region,CCC,2014J,0-35,Pass,138.96,1263,CCC-2014J
201431,Wales,BBB,2014B,35-55,Pass,86.61,317,BBB-2014B
202138,London Region,DDD,2014J,35-55,Withdrawn,36.5,348,DDD-2014J
202394,Wales,BBB,2014B,0-35,Distinction,80.4,1184,BBB-2014B
202487,Wales,FFF,2013B,35-55,Distinction,87.5,2613,FFF-2013B
202489,Yorkshire Region,DDD,2013J,0-35,Withdrawn,4.5,513,DDD-2013J
202489,Yorkshire Region,DDD,2014J,0-35,Withdrawn,17.5,571,DDD-2014J
202506,Scotland,DDD,2013B,0-35,Fail,6.08,129,DDD-2013B
202606,Ireland,EEE,2014J,0-35,Pass,98.28,2728,EEE-2014J
202635,Wales,AAA,2013J,0-35,Withdrawn,33.2,1418,AAA-2013J
202677,London Region,EEE,2013J,35-55,Pass,69.56,2080,EEE-2013J
202713,London Region,FFF,2013J,0-35,Fail,0.0,376,FFF-2013J
202879,East Anglian Region,BBB,2013J,0-35,Fail,3.2,117,BBB-2013J
203050,South East Region,FFF,2013B,35-55,Pass,70.0,4217,FFF-2013B
203066,North Region,DDD,2013J,0-35,Pass,130.12,1206,DDD-2013J
203108,South West Region,BBB,2013B,0-35,Fail,30.19,123,BBB-2013B
203149,South East Region,DDD,2014J,35-55,Fail,28.05,326,DDD-2014J
